"","acceptedScientificName","acceptedTaxonKey","adm1","adm2","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","dynamicProperties","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","footprintSRS","footprintWKT","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/captive_cultivated","http://unknown.org/georeferenceRemarks","http://unknown.org/language","http://unknown.org/license","http://unknown.org/nick","http://unknown.org/rightsHolder","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","installationKey","institutionCode","institutionID","institutionKey","isInCluster","islandGroup","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationID","locationRemarks","lon","modified","month","nameAccordingTo","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismQuantity","organismQuantityType","organismRemarks","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentEventID","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","typeStatus","verbatimDepth","verbatimEventDate","verbatimIdentification","verbatimLocality","vernacularName","vitality","waterBody","year","downloadDate"
"38","Chthamalus montagui Southward, 1976",2115617,NA,NA,"HUMAN_OBSERVATION","100356061654942543","Maxillopoda",203,"Myrtleville Beach, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,29,NA,"County=Cork;Abundance=1",88,"2023-03-29",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4466051766","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115197467",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4466051766,"Animalia",1,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:41.466+00:00","2025-05-28T14:36:41.466+00:00",51.783517,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Myrtleville Beach",NA,NA,-8.294001,"2025-02-25T09:09:31.000+00:00",3,NA,"ie.nbdc.dataset.ExploreYourShore.100356061654942543",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Dave Wall",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",88,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"40","Chthamalus montagui Southward, 1976",2115617,"England",NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"Castle Beach South, United Kingdom, EUROPE","The Rockpool Project | Imported records",NA,"EUROPE",50,"United Kingdom",365,NA,"97d01261-0027-4e89-a0d2-4a7d700f5fdb",NA,NA,22,NA,NA,81,"2023-03-22","24664185",NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4596004094","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,NA,NA,"https://creativecommons.org/licenses/by/4.0/legalcode",NA,"Marine Biological Association, and Biological Records Centre",NA,NA,NA,"Accepted",NA,"597639fc-05d5-4f09-b4a3-f0b1c83d5b36",NA,"99552c70-f762-11e1-a439-00145eb45e9a",NA,NA,NA,FALSE,NA,"GB",FALSE,"NE",4596004094,"Animalia",1,NA,"2025-05-29T21:02:06.558+00:00","2025-05-29T21:02:58.351+00:00","2025-05-29T21:02:58.351+00:00",50.147299,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Castle Beach South",NA,NA,-5.057851,NA,3,NA,"34394820",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","f6b48504-1651-4a49-a88d-c2bc6178694d","Farquharson, E. Emily|Bowyer, R. Rebecca|Aggie|Tossell, R. Rebecca|Pope, E. Evalyn",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",81,"NBNSYS0000174547","NBNSYS0000174547",2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"42","Chthamalus montagui Southward, 1976",2115617,NA,NA,"HUMAN_OBSERVATION","100356061654943145","Maxillopoda",203,"Inish Oirr, An Tra, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,23,NA,"County=Galway;Abundance=1000",113,"2023-04-23",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4466059561","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115198068",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4466059561,"Animalia",1,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:45.895+00:00","2025-05-28T14:36:45.895+00:00",53.066595,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Inish Oirr, An Tra",NA,NA,-9.515628,"2025-02-25T09:09:31.000+00:00",4,NA,"ie.nbdc.dataset.ExploreYourShore.100356061654943145",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Dave Wall",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",113,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"43","Chthamalus montagui Southward, 1976",2115617,"England",NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"Tunnel Beach South, United Kingdom, EUROPE","The Rockpool Project | Imported records",NA,"EUROPE",50,"United Kingdom",365,NA,"97d01261-0027-4e89-a0d2-4a7d700f5fdb",NA,NA,8,NA,NA,98,"2023-04-08","24664206",NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4595997364","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,NA,NA,"https://creativecommons.org/licenses/by/4.0/legalcode",NA,"Marine Biological Association, and Biological Records Centre",NA,NA,NA,"Accepted",NA,"ffe1b62f-944c-41e1-a47f-6ea57ee74cb7",NA,"99552c70-f762-11e1-a439-00145eb45e9a",NA,NA,NA,FALSE,NA,"GB",FALSE,"NE",4595997364,"Animalia",1,NA,"2025-05-29T21:02:06.558+00:00","2025-05-29T21:02:56.037+00:00","2025-05-29T21:02:56.037+00:00",50.14545,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Tunnel Beach South",NA,NA,-5.062843,NA,4,NA,"34395035",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","f6b48504-1651-4a49-a88d-c2bc6178694d","Carter, M. Megan|Stevens, E. Eden|Curtis, L. Lamorna",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",98,"NBNSYS0000174547","NBNSYS0000174547",2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"44","Chthamalus montagui Southward, 1976",2115617,"England",NA,"HUMAN_OBSERVATION","195482624","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",132,"United Kingdom",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2024-01-02T13:19:17",7,NA,NA,127,"2023-05-07T11:42:17",NA,NA,"11:42:17+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4507694080","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"rsee",NA,"439876678",NA,"Kite-shaped opercular opening helps differentiate from C. stellatus",NA,"Fiona Boston","195482624",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4507694080,"Animalia",1,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T23:19:27.872+00:00","2025-05-30T23:19:27.872+00:00",51.1836,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-3.309933,"2024-01-03T14:22:15.000+00:00",5,NA,"https://www.inaturalist.org/observations/195482624",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","rsee",NA,"https://www.inaturalist.org/observations/195482624","rsee",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",127,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023-05-07 11:42:17",NA,"Doniford, Watchet TA23 0TQ, UK",NA,NA,NA,2023,2025-06-03
"49","Chthamalus montagui Southward, 1976",2115617,NA,NA,"HUMAN_OBSERVATION","100510282421382328","Maxillopoda",203,"Inis Sionnaigh, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,22,NA,"County=Donegal;Abundance=100",173,"2023-06-22",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4466059808","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115199532",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4466059808,"Animalia",1,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:40.663+00:00","2025-05-28T14:36:40.663+00:00",55.074998,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Inis Sionnaigh",NA,NA,-8.344383,"2025-02-25T09:09:31.000+00:00",6,NA,"ie.nbdc.dataset.ExploreYourShore.100510282421382328",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","David McCann",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",173,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"52","Chthamalus montagui Southward, 1976",2115617,NA,NA,"HUMAN_OBSERVATION","100510282421381778","Maxillopoda",203,"Furbo, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,24,NA,"County=Galway",205,"2023-07-24",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4466061859","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115198982",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4466061859,"Animalia",1,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:47.340+00:00","2025-05-28T14:36:47.340+00:00",53.249963,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Furbo",NA,NA,-9.226958,"2025-02-25T09:09:31.000+00:00",7,NA,"ie.nbdc.dataset.ExploreYourShore.100510282421381778",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Norma Mc Cambridge",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",205,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"59","Chthamalus montagui Southward, 1976",2115617,"England",NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"Perranporth South, United Kingdom, EUROPE","The Rockpool Project | Imported records",NA,"EUROPE",50,"United Kingdom",365,NA,"97d01261-0027-4e89-a0d2-4a7d700f5fdb",NA,NA,19,NA,NA,200,"2023-07-19","24664358",NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4595995468","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,NA,NA,"https://creativecommons.org/licenses/by/4.0/legalcode",NA,"Marine Biological Association, and Biological Records Centre",NA,NA,NA,"Accepted",NA,"a1d25e20-509e-45e3-82b7-8cf549147888",NA,"99552c70-f762-11e1-a439-00145eb45e9a",NA,NA,NA,FALSE,NA,"GB",FALSE,"NE",4595995468,"Animalia",1,NA,"2025-05-29T21:02:06.558+00:00","2025-05-29T21:03:00.359+00:00","2025-05-29T21:03:00.359+00:00",50.347914,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Perranporth South",NA,NA,-5.159388,NA,7,NA,"34397075",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","f6b48504-1651-4a49-a88d-c2bc6178694d","Wright, J. Joey|Ruben",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",200,"NBNSYS0000174547","NBNSYS0000174547",2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"62","Chthamalus montagui Southward, 1976",2115617,NA,NA,"HUMAN_OBSERVATION","100510282421382242","Maxillopoda",203,"Gerahies, Bantry, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,15,NA,"County=Cork;Abundance=1",227,"2023-08-15",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4466060180","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115199446",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4466060180,"Animalia",1,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:52.761+00:00","2025-05-28T14:36:52.761+00:00",51.647068,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Gerahies, Bantry",NA,NA,-9.580042,"2025-02-25T09:09:31.000+00:00",8,NA,"ie.nbdc.dataset.ExploreYourShore.100510282421382242",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Dave Wall",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",227,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"65","Chthamalus montagui Southward, 1976",2115617,"England",NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"Battery Rocks, United Kingdom, EUROPE","The Rockpool Project | Imported records",NA,"EUROPE",50,"United Kingdom",365,NA,"97d01261-0027-4e89-a0d2-4a7d700f5fdb",NA,NA,3,NA,NA,215,"2023-08-03","24664384",NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4596005436","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,NA,NA,"https://creativecommons.org/licenses/by/4.0/legalcode",NA,"Marine Biological Association, and Biological Records Centre",NA,NA,NA,"Accepted",NA,"d7d1f8b4-32bb-4e5d-bd2b-7d0d33d52e55",NA,"99552c70-f762-11e1-a439-00145eb45e9a",NA,NA,NA,FALSE,NA,"GB",FALSE,"NE",4596005436,"Animalia",1,NA,"2025-05-29T21:02:06.558+00:00","2025-05-29T21:02:55.326+00:00","2025-05-29T21:02:55.326+00:00",50.114283,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Battery Rocks",NA,NA,-5.530237,NA,8,NA,"34397576",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","f6b48504-1651-4a49-a88d-c2bc6178694d","Roberts, I.N.D.Y.",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",215,"NBNSYS0000174547","NBNSYS0000174547",2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"68","Chthamalus montagui Southward, 1976",2115617,NA,NA,"HUMAN_OBSERVATION","100588520250278687","Maxillopoda",203,"Kilmore Quay- Forlorn Point, Ireland, EUROPE","ExploreYourShore",NA,"EUROPE",100,"Ireland",262,"ExploreYourShore","17057301-35d8-4e33-b24f-13da5fe2d265",NA,NA,13,NA,"County=Wexford;Type of sighting=Alive",256,"2023-09-13",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"Ireland","4466061647","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,"verified by contributor",NA,NA,NA,"d2b97690-bfd6-11de-b279-d52977ace833",NA,"Data has been captured using a grid reference system. Provided location represents cell’s centre point and uncertainty represents cell’s size",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115200229",NA,"99672740-f762-11e1-a439-00145eb45e9a","NBDC",NA,NA,FALSE,NA,"IE",FALSE,"NE",4466061647,"Animalia",1,NA,"2025-05-28T14:36:22.279+00:00","2025-05-28T14:36:52.193+00:00","2025-05-28T14:36:52.193+00:00",52.170509,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Kilmore Quay- Forlorn Point",NA,NA,-6.596848,"2025-02-25T09:09:31.000+00:00",9,NA,"ie.nbdc.dataset.ExploreYourShore.100588520250278687",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","IE","d2b97690-bfd6-11de-b279-d52977ace833","Thérèse Maddock",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",256,NA,NA,2115617,"ACCEPTED","SPECIES","Occurrence",NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
"69","Chthamalus montagui Southward, 1976",2115617,"Wales",NA,"HUMAN_OBSERVATION","182848317","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",NA,"United Kingdom",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-09-11T19:26:46",10,NA,NA,253,"2023-09-10T11:42:11",NA,NA,"11:42:11+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4440621049","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"stephen54",NA,"407196532",NA,NA,NA,"Stephen Moores","182848317",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4440621049,"Animalia",1,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T23:42:49.165+00:00","2025-05-30T23:42:49.165+00:00",52.579948,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-4.099888,"2023-11-10T22:07:52.000+00:00",9,NA,"https://www.inaturalist.org/observations/182848317",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Stephen Moores",NA,"https://www.inaturalist.org/observations/182848317","Stephen Moores",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",253,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023-09-10 11:42:11",NA,"Tywyn, UK",NA,NA,NA,2023,2025-06-03
"70","Chthamalus montagui Southward, 1976",2115617,"England",NA,"HUMAN_OBSERVATION","185873185","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",4,"United Kingdom",547,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-10-02T07:37:46",30,NA,NA,273,"2023-09-30T10:48",NA,NA,"10:48:00+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4420886732","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"kitcathfrancis",NA,"413789669",NA,NA,NA,"CL Francis","185873185",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,"NE",4420886732,"Animalia",1,NA,"2025-05-30T13:42:03.106+00:00","2025-05-30T22:54:56.711+00:00","2025-05-30T22:54:56.711+00:00",50.322515,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.200742,"2023-10-03T08:02:20.000+00:00",9,NA,"https://www.inaturalist.org/observations/185873185",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","CL Francis",NA,"https://www.inaturalist.org/observations/185873185","CL Francis",NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",273,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023/09/30 10:48 AM",NA,"Trevaunance Cove, St Agnes,Cornwall, UK",NA,NA,NA,2023,2025-06-03
"71","Chthamalus montagui Southward, 1976",2115617,"Wales",NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"Freshwater West Rocky Shore, United Kingdom, EUROPE",NA,NA,"EUROPE",7071.1,"United Kingdom",10,NA,"78aedfda-7343-47de-9c19-20339eb756fc",NA,NA,25,NA,NA,268,"2023-09-25",NA,NA,NA,"Chthamalidae",5104,NA,NA,"POLYGON((-5.17569 51.56585,-5.17569 51.65945,-5.03762 51.65945,-5.03762 51.56585,-5.17569 51.56585))","United Kingdom of Great Britain and Northern Ireland","5105608131","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"West Wales Biodiversity Information Centre",NA,NA,NA,"Unconfirmed - not reviewed","Sandy Hill","9e66be40-dcca-46a1-9da2-669af14a94af",NA,"99552c70-f762-11e1-a439-00145eb45e9a","WWBIC",NA,NA,FALSE,NA,"GB",FALSE,"NE",5105608131,"Animalia",1,NA,"2025-06-02T14:10:16.815+00:00","2025-06-02T14:10:49.861+00:00","2025-06-02T14:10:49.861+00:00",51.612667,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"Freshwater West Rocky Shore",NA,NA,-5.106729,NA,9,NA,"SR0004070002SKAG","Adult; Biotope: Rock cliffs, ledges and shores, including the splash zone; Image: http://warehouse1.indicia.org.uk/upload/o_1hb8vtncd16belpe1h8e1cqrs642.jpg","PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","29753c63-7ff1-455b-92ee-120bcfe9bce3","Hill, S. Sandy",NA,NA,NA,NA,"Chthamalus montagui Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",268,"NBNSYS0000174547","NBNSYS0000174547",2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-06-03
